"name","type","lsa_ha","ca_ha","region","dataset"
"NLA12_IN-102","NATURAL",194.034161076,1112.6454744,"8","NLA"
"NLA12_IN-103","NATURAL",47.007534359,3844.58467483,"8","NLA"
"NLA12_IN-104","MAN_MADE",10.9151425774,108.253744354,"8","NLA"
"NLA12_IN-105","NATURAL",129.117269572,1602.63,"8","NLA"
"NLA12_IN-106","NATURAL",22.5899835424,1871.57415894,"8","NLA"
"NLA12_IN-108","NATURAL",96.8169706237,1630.49437134,"8","NLA"
"NLA12_IN-110","NATURAL",322.006558811,29479.630567,"8","NLA"
"NLA12_IN-111","RESERVOIR",72.7512336972,4991.30115738,"8","NLA"
"NLA12_IN-112","RESERVOIR",124.181573801,2635.9820343,"8","NLA"
"NLA12_IN-113","NATURAL",407.198091907,12602.4910167,"8","NLA"
"NLA12_IN-115","RESERVOIR",2761.7951652,111972.049647,"8","NLA"
"NLA12_IN-116","MAN_MADE",6.3155417034,58.59,"8","NLA"
"NLA12_IN-117","MAN_MADE_AB",18.9601999684,446.04,"8","NLA"
"NLA12_IN-120","NATURAL",11.7273700313,12338.5296135,"8","NLA"
"NLA12_IN-126","MAN_MADE",6.35485485809,56.8644227602,"8","NLA"
"NLA12_IN-127","MAN_MADE",592.288876978,18372.0090083,"8","NLA"
"NLA12_IN-128","NATURAL",49.0570878629,1023.76375763,"8","NLA"
"NLA12_IN-128","NATURAL",49.0570878629,1023.76375763,"8","NLA"
"NLA12_IN-130","MAN_MADE",55.3229504217,2380.87923157,"8","NLA"
"NLA12_IN-131","MAN_MADE",13.3323378063,430.74,"8","NLA"
"NLA12_IN-134","NATURAL",4.32137998485,141.183098602,"8","NLA"
"NLA12_IN-135","MAN_MADE",5.11070527132,81.18,"8","NLA"
"NLA12_IN-142","MAN_MADE",17.8819381799,1019.31615692,"8","NLA"
"NLA12_IN-144","NATURAL",79.7672312661,2865.49213486,"8","NLA"
"NLA12_IN-145","NATURAL",9.50681473745,366.511376953,"8","NLA"
"NLA12_IN-146","MAN_MADE",47.0709967993,1786.84546509,"8","NLA"
"NLA12_IN-147","MAN_MADE",1.95642825665,113.76,"8","NLA"
"NLA12_IN-149","MAN_MADE",254.747696084,8711.36728088,"8","NLA"
"NLA12_IN-155","MAN_MADE",3.58342564703,21.24,"8","NLA"
"NLA12_IN-159","MAN_MADE",5.2868464819,226.44,"8","NLA"
"NLA12_IN-160","NATURAL",12.1205828543,45.36,"8","NLA"
"NLA12_IN-162","MAN_MADE",5.57468142484,80.01,"8","NLA"
"NLA12_IN-163","RESERVOIR",473.532867833,42003.433239,"8","NLA"
"NLA12_IN-164","NATURAL",4.45845974091,364.010640107,"8","NLA"
"NLA12_IN-166","MAN_MADE",325.038487528,5173.6619339,"8","NLA"
"NLA12_IN-171","MAN_MADE",9.52070401321,449.64,"8","NLA"
"NLA12_IN-172","NATURAL",73.5138034518,3730.8119252,"8","NLA"
"NLA12_IN-174","MAN_MADE",38.2277930613,516.42,"8","NLA"
"NLA12_IN-179","MAN_MADE",5.28958183589,10001.0371207,"8","NLA"
"NLA12_IN-180","MAN_MADE",6.12960706035,50.04,"8","NLA"
"NLA12_IN-183","MAN_MADE",10.4450186846,360.480842743,"8","NLA"
"NLA12_IN-185","NATURAL",16.7484999052,6535.71101349,"8","NLA"
"NLA12_IN-186","NATURAL",45.2479131217,699.931220856,"8","NLA"
"NLA12_IN-187","NATURAL",10.8378067331,1899.15659363,"8","NLA"
"NLA12_IN-191","MAN_MADE",4.03401244791,124.74,"8","NLA"
"NLA12_IN-193","MAN_MADE",15.2981960229,36.63,"8","NLA"
"NLA12_IN-196","NATURAL",165.398728861,12168.476532,"8","NLA"
"NLA12_IN-199","NATURAL",46.7765861962,1846.41702759,"8","NLA"
"NLA12_IN-201","MAN_MADE",1.58605454514,24.39,"8","NLA"
"NLA12_IN-202","MAN_MADE",1.90349575895,18.09,"8","NLA"
"NLA12_KS-101","MAN_MADE",10.2347644444,137.16,"9","NLA"
"NLA12_KS-101","MAN_MADE",10.2347644444,137.16,"9","NLA"
"NLA12_KS-102","RESERVOIR",127.300565262,38652.0654831,"9","NLA"
"NLA12_KS-103","RESERVOIR",101.946167017,1831.42195999,"9","NLA"
"NLA12_KS-105","RESERVOIR",56.7939513453,169.74,"9","NLA"
"NLA12_KS-106","RESERVOIR",13.4818535615,2752.80906281,"9","NLA"
"NLA12_KS-107","MAN_MADE",16.1022084822,1211.7148407,"9","NLA"
"NLA12_KS-108","RESERVOIR",26.8644926818,2422.552397,"9","NLA"
"NLA12_KS-109","MAN_MADE",4.30213310319,152.166614227,"9","NLA"
"NLA12_KS-109","MAN_MADE",4.30213310319,152.166614227,"9","NLA"
"NLA12_KS-114","RESERVOIR",110.03855548,1865.86230515,"9","NLA"
"NLA12_KS-121","MAN_MADE",12.190112367,614.992910614,"9","NLA"
"NLA12_KS-122","RESERVOIR",4645.06243423,1314820.19602,"9","NLA"
"NLA12_KS-124","MAN_MADE",20.0817332288,1825.33065765,"9","NLA"
"NLA12_KS-125","MAN_MADE",124.571001325,2061.75653641,"9","NLA"
"NLA12_KS-126","MAN_MADE",2.6345353717,52.8897052,"9","NLA"
"NLA12_KS-130","MAN_MADE",7.18548054835,205.135956573,"9","NLA"
"NLA12_KS-138","MAN_MADE",10.8083028273,45.9,"9","NLA"
"NLA12_KS-R02","MAN_MADE",50.2775417349,1503.67389175,"9","NLA"
"NLA12_KS-R07","MAN_MADE",28.5581694695,1733.61517548,"9","NLA"
"NLA12_KS-R08","MAN_MADE",10.9402333861,141.239812775,"9","NLA"
"NLA12_KS-R11","MAN_MADE",173.972250474,6876.98937103,"9","NLA"
"NLA12_KY-101","MAN_MADE",90.5571463879,1186.64614929,"8","NLA"
"NLA12_KY-101","MAN_MADE",90.5571463879,1186.64614929,"8","NLA"
"NLA12_KY-102","MAN_MADE",20.4157657121,855.651964416,"8","NLA"
"NLA12_KY-103","MAN_MADE",70.4561164527,1413.56550476,"8","NLA"
"NLA12_KY-104","NATURAL",7.43481977399,28.53,"8","NLA"
"NLA12_KY-107","MAN_MADE",50.064467007,979.793797302,"8","NLA"
"NLA12_KY-107","MAN_MADE",50.064467007,979.793797302,"8","NLA"
"NLA12_KY-114","MAN_MADE",2204.7013885,180549.952909,"8","NLA"
"NLA12_KY-116","MAN_MADE",151.083712009,1409.14718811,"8","NLA"
"NLA12_KY-117","MAN_MADE",1.88015667914,26.46,"8","NLA"
"NLA12_KY-120","MAN_MADE",16.1826337697,985.035690307,"8","NLA"
"NLA12_KY-122","MAN_MADE",156.260355762,7702.11148041,"8","NLA"
"NLA12_LA-101","NATURAL_ENH",460.209213114,2306.85113068,"8","NLA"
"NLA12_LA-101","NATURAL_ENH",460.209213114,2306.85113068,"8","NLA"
"NLA12_LA-102","MAN_MADE",1181.52136654,9224.70226776,"8","NLA"
"NLA12_LA-103","MAN_MADE",36.9706207573,100.26,"9","NLA"
"NLA12_LA-104","MAN_MADE",6276.01216455,377115.410676,"8","NLA"
"NLA12_LA-105","MAN_MADE",652.320448893,10500.3046774,"8","NLA"
"NLA12_LA-106","MAN_MADE",50.1152865031,161.64,"8","NLA"
"NLA12_LA-109","NATURAL_ENH",33.8466449011,141.57,"8","NLA"
"NLA12_LA-134","NATURAL",16236.2098691,660884.7172,"9","NLA"
"NLA12_LA-134","NATURAL",16236.2098691,660884.7172,"9","NLA"
"NLA12_LA-141","MAN_MADE",23.2669746791,358.65,"8","NLA"
"NLA12_LA-152","MAN_MADE",149.790697198,1992.33,"8","NLA"
"NLA12_LA-154","MAN_MADE",5.39114969692,163.26,"8","NLA"
"NLA12_LA-155","MAN_MADE",4.50461722126,31.68,"8","NLA"
"NLA12_LA-161","NATURAL_ENH",27.3494881778,204.03,"8","NLA"
"NLA12_LA-172","MAN_MADE",17.3946754062,213.57,"8","NLA"
"NLA12_MA-101","NATURAL",15.2457410797,217.71,"8","NLA"
"NLA12_MA-101","NATURAL",15.2457410797,217.71,"8","NLA"
"NLA12_MA-102","RESERVOIR",202.429920775,5084.64184021,"8","NLA"
"NLA12_MA-103","RESERVOIR",58.463464872,562.59,"5","NLA"
"NLA12_MA-104","NATURAL",66.3510837908,442.479613952,"8","NLA"
"NLA12_MA-105","RESERVOIR",138.408572979,12635.0013702,"5","NLA"
"NLA12_MA-105","RESERVOIR",138.408572979,12635.0013702,"5","NLA"
"NLA12_MA-106","MAN_MADE",25.7337583856,103.68,"8","NLA"
"NLA12_MA-108","MAN_MADE",4.21272212964,44.01,"8","NLA"
"NLA12_MA-109","NATURAL",11.4342234894,113.94,"8","NLA"
"NLA12_MA-110","NATURAL",47.7484714911,249.7845932,"5","NLA"
"NLA12_MA-111","RESERVOIR",10.8437211599,2503.21993011,"8","NLA"
"NLA12_MD-101","MAN_MADE",85.6690334877,2424.90022614,"8","NLA"
"NLA12_MD-101","MAN_MADE",85.6690334877,2424.90022614,"8","NLA"
"NLA12_MD-102","MAN_MADE",12.7104618854,7118.07965607,"8","NLA"
"NLA12_MD-103","MAN_MADE",12.7526908668,360.104397584,"8","NLA"
"NLA12_MD-104","MAN_MADE",52.5874790315,10013.2889062,"8","NLA"
"NLA12_MD-105","MAN_MADE",20.6297773989,3517.62023529,"8","NLA"
"NLA12_MD-105","MAN_MADE",20.6297773989,3517.62023529,"8","NLA"
"NLA12_MD-108","MAN_MADE",77.2786819929,3304.4589624,"8","NLA"
"NLA12_MD-115","MAN_MADE",1.23669373829,37.0772753903,"8","NLA"
"NLA12_MD-118","MAN_MADE",21.0918272199,5077.99409271,"8","NLA"
"NLA12_ME-101","NATURAL",103.948839479,2593.44597656,"8","NLA"
"NLA12_ME-101","NATURAL",103.948839479,2593.44597656,"8","NLA"
"NLA12_ME-102","NATURAL",282.883061943,10027.2178235,"5","NLA"
"NLA12_ME-103","NATURAL",272.776250941,16909.3281885,"5","NLA"
"NLA12_ME-104","NATURAL",104.387522583,3945.59056412,"5","NLA"
"NLA12_ME-105","NATURAL",47.2753522122,446.174796753,"5","NLA"
"NLA12_ME-106","NATURAL",51.5526812392,954.200640564,"5","NLA"
"NLA12_ME-107","NATURAL",83.4465356124,326.109265137,"8","NLA"
"NLA12_ME-108","NATURAL",2677.17836267,22918.3474782,"8","NLA"
"NLA12_ME-109","NATURAL",1887.92120779,48518.5426062,"8","NLA"
"NLA12_ME-110","NATURAL",537.027306435,2565.51496216,"5","NLA"
"NLA12_ME-113","NATURAL",4.39936650946,30.9654643247,"8","NLA"
"NLA12_ME-114","NATURAL",161.622639001,3737.33906342,"8","NLA"
"NLA12_ME-115","NATURAL",3.39010333916,96.8815653992,"5","NLA"
"NLA12_ME-116","NATURAL",13.6567286511,286.833482666,"5","NLA"
"NLA12_ME-118","NATURAL",29.6950185649,225,"8","NLA"
"NLA12_ME-120","NATURAL",22.7184264,4906.24925949,"8","NLA"
"NLA12_ME-121","NATURAL",20.5742625201,657.700702514,"5","NLA"
"NLA12_ME-122","NATURAL",130.350397102,8806.84380615,"8","NLA"
"NLA12_ME-126","NATURAL",11.0377462402,61.4525207517,"8","NLA"
"NLA12_ME-126","NATURAL",11.0377462402,61.4525207517,"8","NLA"
"NLA12_ME-129","NATURAL",15.4239370339,249.804957734,"8","NLA"
"NLA12_ME-130","NATURAL",7.82250552924,31.4214683532,"5","NLA"
"NLA12_ME-134","MAN_MADE",2.07585603633,28.98,"8","NLA"
"NLA12_ME-135","NATURAL",162.468257198,2847.93590012,"8","NLA"
"NLA12_ME-137","NATURAL",18.1722372493,387.63,"8","NLA"
"NLA12_ME-R02","NATURAL",7.38828971693,148.52218277,"8","NLA"
"NLA12_ME-R03","NATURAL",16.3777626153,103.32,"5","NLA"
"NLA12_ME-R06","NATURAL",12.0640199495,77.9588223266,"5","NLA"
"NLA12_ME-R07","NATURAL",38.9932592895,263.180365906,"5","NLA"
"NLA12_ME-R08","NATURAL",625.505996338,5417.12212509,"8","NLA"
"NLA12_ME-R10","NATURAL",102.983984146,1428.78858261,"5","NLA"
"NLA12_ME-R11","NATURAL",144.562342579,2250.73537399,"8","NLA"
"NLA12_ME-R15","NATURAL",87.4251839302,1583.39948181,"5","NLA"
"NLA12_MI-101","NATURAL",20.5903614776,487.62,"8","NLA"
"NLA12_MI-101","NATURAL",20.5903614776,487.62,"8","NLA"
"NLA12_MI-102","NATURAL",239.261411733,195759.82161,"8","NLA"
"NLA12_MI-103","NATURAL",105.582939615,1606.57296021,"5","NLA"
"NLA12_MI-104","NATURAL",109.073002269,685.064577942,"8","NLA"
"NLA12_MI-105","NATURAL",1899.63342957,706185.266337,"8","NLA"
"NLA12_MI-106","NATURAL",184.434558876,1660.04890823,"8","NLA"
"NLA12_MI-107","NATURAL",957.600110775,30496.7638422,"5","NLA"
"NLA12_MI-108","NATURAL",81.7377830242,968.4,"8","NLA"
"NLA12_MI-109","NATURAL",177.501749382,106318.862281,"8","NLA"
"NLA12_MI-110","NATURAL",11.2224146307,2399.91678314,"8","NLA"
"NLA12_MI-111","RESERVOIR",384.912186885,213558.88375,"8","NLA"
"NLA12_MI-112","NATURAL_ENH",195.795873245,38191.8648065,"8","NLA"
"NLA12_MI-113","NATURAL",88.6470050561,10590.9560554,"5","NLA"
"NLA12_MI-114","MAN_MADE",63.7846200563,5995.82753723,"8","NLA"
"NLA12_MI-115","NATURAL",131.814505144,404.747465515,"8","NLA"
"NLA12_MI-116","NATURAL",69.2784357325,2695.75791916,"5","NLA"
"NLA12_MI-117","NATURAL",30.0372671626,173.79,"8","NLA"
"NLA12_MI-118","NATURAL",55.6242771133,244.71,"5","NLA"
"NLA12_MI-120","NATURAL",4.42598136169,200.675176392,"8","NLA"
"NLA12_MI-122","NATURAL",58.514106584,479.25,"5","NLA"
"NLA12_MI-123","NATURAL",19.081039705,2456.56797226,"8","NLA"
"NLA12_MI-124","NATURAL",20.7984168991,66.51,"8","NLA"
"NLA12_MI-125","NATURAL",23.5828406845,320.746249924,"5","NLA"
"NLA12_MI-126","MAN_MADE",19.9041138345,4843.14459412,"5","NLA"
"NLA12_MI-128","NATURAL",59.2943833737,2367.54,"8","NLA"
"NLA12_MI-129","NATURAL",25.8720516833,252.250144958,"5","NLA"
"NLA12_MI-130","MAN_MADE",16.266580935,11151.5750835,"8","NLA"
"NLA12_MI-132","NATURAL",13.2182564336,70.92,"5","NLA"
"NLA12_MI-133","NATURAL",6.35230530992,510.674754638,"5","NLA"
"NLA12_MI-135","NATURAL",36.9449842367,22547.4253033,"8","NLA"
"NLA12_MI-136","NATURAL",19.9287076866,302.76,"5","NLA"
"NLA12_MI-137","NATURAL",1.59655166452,26.91,"5","NLA"
"NLA12_MI-139","NATURAL",2.6967187072,15.93,"8","NLA"
"NLA12_MI-139","NATURAL",2.6967187072,15.93,"8","NLA"
"NLA12_MI-141","NATURAL",18.0513700117,110.79,"5","NLA"
"NLA12_MI-142","NATURAL",3.44861953954,61.38,"8","NLA"
"NLA12_MI-144","MAN_MADE",3.03375079499,1832.84011642,"8","NLA"
"NLA12_MI-145","NATURAL",35.7929938508,241.435200806,"5","NLA"
"NLA12_MI-148","MAN_MADE_AB",119.956221983,2235.69859268,"5","NLA"
"NLA12_MI-150","NATURAL",19.0605468842,672.93,"5","NLA"
"NLA12_MI-151","MAN_MADE",8.42118894866,31.95,"8","NLA"
"NLA12_MI-152","NATURAL",9.66383815792,340.74,"8","NLA"
"NLA12_MI-155","NATURAL",12.2432728074,104.49,"8","NLA"
"NLA12_MI-161","NATURAL",1048.97301361,13356.9912428,"5","NLA"
"NLA12_MI-162","NATURAL",59.0604039205,603.9,"5","NLA"
"NLA12_MI-164","NATURAL",12.2886393425,636.75,"5","NLA"
"NLA12_MI-165","NATURAL",10.5681381842,29.79,"5","NLA"
"NLA12_MI-167","MAN_MADE",8.14260770046,417.96,"8","NLA"
"NLA12_MI-168","NATURAL",36.9764757448,4684.81513733,"8","NLA"
"NLA12_MI-169","NATURAL",8.69289604096,82.53,"5","NLA"
"NLA12_MI-172","NATURAL",20.641039822,301.14,"8","NLA"
"NLA12_MI-177","NATURAL",560.067087955,2939.22,"8","NLA"
"NLA12_MI-178","NATURAL",11.120220386,245.52,"5","NLA"
"NLA12_MI-R08","NATURAL",65.0473117989,219.87,"5","NLA"
"NLA12_MI-R09","NATURAL",214.215297415,1061.47004013,"5","NLA"
"NLA12_MN-101","NATURAL",145.755288954,5334.38889244,"5","NLA"
"NLA12_MN-101","NATURAL",145.755288954,5334.38889244,"5","NLA"
"NLA12_MN-102","NATURAL",39.8867806842,1215.96622971,"5","NLA"
"NLA12_MN-103","NATURAL",91.6386379155,970.74,"5","NLA"
"NLA12_MN-104","NATURAL",54.3696737722,276.84,"8","NLA"
"NLA12_MN-105","NATURAL",24.0489592117,270.9,"5","NLA"
"NLA12_MN-106","NATURAL",467.761823502,46437.8886282,"8","NLA"
"NLA12_MN-107","NATURAL",219.651006986,11850.076718,"8","NLA"
"NLA12_MN-108","NATURAL",105.359349848,1720.8,"5","NLA"
"NLA12_MN-109","NATURAL",42.0611195724,195.74080101,"5","NLA"
"NLA12_MN-110","NATURAL",144.047131347,5281.04327042,"5","NLA"
"NLA12_MN-111","NATURAL",63.7459110135,437.4,"8","NLA"
"NLA12_MN-112","NATURAL",186.683289011,1259.53578232,"8","NLA"
"NLA12_MN-113","NATURAL",34.0538346937,1056.24052048,"9","NLA"
"NLA12_MN-114","NATURAL",72.6803553962,224.1,"8","NLA"
"NLA12_MN-115","NATURAL",34.5400404323,328.32,"8","NLA"
"NLA12_MN-116","NATURAL",80.6717676963,1251.67435181,"8","NLA"
"NLA12_MN-118","NATURAL",70.1957113298,237.618139801,"8","NLA"
"NLA12_MN-119","MAN_MADE",4821.5881443,305712.530895,"9","NLA"
"NLA12_MN-120","NATURAL",742.958133547,8749.35524803,"5","NLA"
"NLA12_MN-121","NATURAL",907.046067352,10120.7380531,"8","NLA"
"NLA12_MN-122","NATURAL",428.302632004,4981.23,"8","NLA"
"NLA12_MN-123","MAN_MADE",2.27023786581,172.02103775,"9","NLA"
"NLA12_MN-123","MAN_MADE",2.27023786581,172.02103775,"9","NLA"
"NLA12_MN-126","NATURAL",1.50405380218,314.19,"5","NLA"
"NLA12_MN-127","NATURAL",13.5561799767,324,"9","NLA"
"NLA12_MN-130","NATURAL",39.824742237,433.697071838,"5","NLA"
"NLA12_MN-131","NATURAL",7.57304877992,59.22,"9","NLA"
"NLA12_MN-132","NATURAL",45.8868642353,1199.61,"8","NLA"
"NLA12_MN-135","NATURAL",22.5659107908,554.85,"9","NLA"
"NLA12_MN-136","NATURAL",3.39883696755,17.01,"8","NLA"
"NLA12_MN-137","NATURAL",15.2708353926,121.95,"9","NLA"
"NLA12_MN-138","NATURAL",7.78989255523,189.63,"5","NLA"
"NLA12_MN-141","NATURAL",43.448628273,291999.96,"8","NLA"
"NLA12_MN-143","NATURAL",3.95656895271,18.36,"8","NLA"
"NLA12_MN-144","NATURAL",5.55128041174,31.41,"5","NLA"
"NLA12_MN-145","NATURAL",44.7619098288,790.92,"8","NLA"
"NLA12_MN-147","NATURAL",17.3831634043,87.48,"5","NLA"
"NLA12_MN-150","NATURAL",12.0014399007,203.110751953,"5","NLA"
"NLA12_MN-152","NATURAL",19.9948702847,416.61,"8","NLA"
"NLA12_MN-153","NATURAL",12.5294237092,507.15,"8","NLA"
"NLA12_MN-157","NATURAL",35.2526707582,159.48,"8","NLA"
"NLA12_MN-158","NATURAL",15.6398877078,484.83,"9","NLA"
"NLA12_MN-160","NATURAL",2.69189075253,8.1,"5","NLA"
"NLA12_MN-162","NATURAL",10.9183167549,59.13,"5","NLA"
"NLA12_MN-163","NATURAL",141.329799745,3065.17183319,"8","NLA"
"NLA12_MN-167","NATURAL",57.2232212529,677.61,"9","NLA"
"NLA12_MN-170","NATURAL",87.6231217956,350.892456207,"5","NLA"
"NLA12_MN-171","NATURAL",1.12151767913,171.9,"9","NLA"
"NLA12_MN-177","NATURAL",13.25696036,103.41,"8","NLA"
"NLA12_MN-178","NATURAL",25.6337651035,2127.02264099,"5","NLA"
"NLA12_MN-180","NATURAL",45.6469088475,581.49,"8","NLA"
"NLA12_MN-181","NATURAL",42.0173096919,204.3,"5","NLA"
"NLA12_MN-R01","NATURAL",139.050477219,1728.36,"8","NLA"
"NLA12_MN-R12","NATURAL",2.69512037616,10.98,"5","NLA"
"NLA12_MN-R13","NATURAL",2.77243466501,68.94,"5","NLA"
"NLA12_MN-R14","NATURAL",25.7955245225,318.767039566,"5","NLA"
"NLA12_MO-101","MAN_MADE",11.7548557656,99.99,"9","NLA"
"NLA12_MO-101","MAN_MADE",11.7548557656,99.99,"9","NLA"
"NLA12_MO-102","RESERVOIR",3371.81466461,163426.131863,"8","NLA"
"NLA12_MO-103","RESERVOIR",3008.06926049,54320.1173918,"9","NLA"
"NLA12_MO-104","MAN_MADE",70.6473113193,522.191769105,"8","NLA"
"NLA12_MO-105","MAN_MADE",114.987482973,3941.23485992,"8","NLA"
"NLA12_MO-106","RESERVOIR",2844.07147149,336166.072273,"8","NLA"
"NLA12_MO-107","NATURAL",30.8371608848,289.8,"8","NLA"
"NLA12_MO-108","MAN_MADE",21.272357855,428.368103943,"8","NLA"
"NLA12_MO-108","MAN_MADE",21.272357855,428.368103943,"8","NLA"
"NLA12_MO-109","MAN_MADE",31.618906296,1669.44684128,"9","NLA"
"NLA12_MO-110","MAN_MADE",31.9280129792,413.598691406,"8","NLA"
"NLA12_MO-115","MAN_MADE",26.6585508735,236.97,"9","NLA"
"NLA12_MO-117","MAN_MADE",1.7704250061,12.33,"8","NLA"
"NLA12_MO-119","MAN_MADE",8.8559960217,51.12,"9","NLA"
"NLA12_MO-120","RESERVOIR",4.32802871413,11.52,"9","NLA"
"NLA12_MO-122","MAN_MADE",5.2828821555,118.08,"9","NLA"
"NLA12_MO-123","MAN_MADE",2.48268142604,44.82,"8","NLA"
"NLA12_MO-126","NATURAL_ENH",6.08904472776,39.42,"9","NLA"
"NLA12_MO-R01","MAN_MADE",124.366372193,3465.60290497,"8","NLA"
"NLA12_MO-R02","MAN_MADE",8.89660471388,694.207578735,"8","NLA"
"NLA12_MS-101","NATURAL",41.3188975514,2527.38,"8","NLA"
"NLA12_MS-101","NATURAL",41.3188975514,2527.38,"8","NLA"
"NLA12_MS-102","MAN_MADE",35.4987888692,335.355023803,"8","NLA"
"NLA12_MS-103","NATURAL",25.5656054781,92.52,"8","NLA"
"NLA12_MS-104","NATURAL",77.4847455067,264.42,"8","NLA"
"NLA12_MS-105","MAN_MADE",82.0568061532,1150.83,"8","NLA"
"NLA12_MS-106","MAN_MADE",12459.0313563,392206.547659,"8","NLA"
"NLA12_MS-107","MAN_MADE",3907.8409543,259446.905873,"8","NLA"
"NLA12_MS-112","MAN_MADE",2.95957340345,21.69,"8","NLA"
"NLA12_MS-113","RESERVOIR",63.7276087992,427.95,"8","NLA"
"NLA12_MS-116","MAN_MADE",23.6772130577,116.64,"8","NLA"
"NLA12_MS-116","MAN_MADE",23.6772130577,116.64,"8","NLA"
"NLA12_MS-119","MAN_MADE",8.5238704623,45.2758859252,"8","NLA"
"NLA12_MS-125","MAN_MADE",1.91779564698,9.81,"8","NLA"
"NLA12_MS-126","MAN_MADE",5.03923738304,1101.56144623,"8","NLA"
"NLA12_MS-128","MAN_MADE",7.80925181124,39.5720892335,"8","NLA"
"NLA12_MS-R03","MAN_MADE",6.90996209041,239.581955566,"8","NLA"
"NLA12_MT-102","NATURAL",150.984861506,7649.95568596,"6","NLA"
"NLA12_MT-102","NATURAL",150.984861506,7649.95568596,"6","NLA"
"NLA12_MT-103","RESERVOIR",54.8840747118,9142.47794483,"9","NLA"
"NLA12_MT-104","RESERVOIR",532.207299494,27815.5617188,"9","NLA"
"NLA12_MT-105","NATURAL",89.522447971,12403.8061108,"6","NLA"
"NLA12_MT-106","RESERVOIR",617.496811415,1411.11,"9","NLA"
"NLA12_MT-107","MAN_MADE",39.8409260078,2253.90026527,"9","NLA"
"NLA12_MT-108","NATURAL",25.2079310704,1421.82,"9","NLA"
"NLA12_MT-109","RESERVOIR",1665.98945142,9206.4897369,"9","NLA"
"NLA12_MT-110","NATURAL",7.76351239826,161.812440377,"6","NLA"
"NLA12_MT-111","NATURAL",1335.84301136,31005.3062611,"6","NLA"
"NLA12_MT-113","RESERVOIR",148.274126168,570.246622353,"9","NLA"
"NLA12_MT-118","NATURAL",68.0442397839,12845.7,"9","NLA"
"NLA12_MT-119","MAN_MADE",18.7195589553,232467.300909,"9","NLA"
"NLA12_MT-120","NATURAL",7.45761983329,440.68585659,"6","NLA"
"NLA12_MT-124","RESERVOIR",152.334608645,7874.24974331,"6","NLA"
"NLA12_MT-126","MAN_MADE",41.1784282061,1974.51,"9","NLA"
"NLA12_MT-135","RESERVOIR",9.82017915556,12075.7439342,"9","NLA"
"NLA12_MT-136","NATURAL",684.45176463,13998.621618,"6","NLA"
"NLA12_MT-138","RESERVOIR",4.34004528021,372.122763176,"9","NLA"
"NLA12_MT-140","NATURAL",17.9261331525,99.4708863831,"6","NLA"
"NLA12_MT-142","NATURAL",58.4461493552,116745.926682,"9","NLA"
"NLA12_MT-143","NATURAL",19.1188462423,195.93,"9","NLA"
"NLA12_MT-144","RESERVOIR",125.361846073,2659.715056,"9","NLA"
"NLA12_MT-151","RESERVOIR",9.50371963585,13034.43,"9","NLA"
"NLA12_MT-152","NATURAL",11.1852871161,196.467739563,"6","NLA"
"NLA12_MT-154","NATURAL",78.1108951754,699.57,"9","NLA"
"NLA12_MT-156","RESERVOIR",150.719974888,18682.2005497,"9","NLA"
"NLA12_MT-160","RESERVOIR",96.6656786964,8407.88313595,"9","NLA"
"NLA12_MT-161","MAN_MADE",21.4492130028,1920.42,"9","NLA"
"NLA12_MT-162","NATURAL",27.6735666967,2005.96019554,"6","NLA"
"NLA12_MT-164","NATURAL",92.4279682816,914.58,"6","NLA"
"NLA12_MT-164","NATURAL",92.4279682816,914.58,"6","NLA"
"NLA12_MT-177","RESERVOIR",13.768574915,4333.53558231,"9","NLA"
"NLA12_NC-101","RESERVOIR",1558.998984,339538.30354,"8","NLA"
"NLA12_NC-101","RESERVOIR",1558.998984,339538.30354,"8","NLA"
"NLA12_NC-103","MAN_MADE",59.7174531968,3290.08744995,"8","NLA"
"NLA12_NC-104","NATURAL",382.938881735,1134.92902588,"8","NLA"
"NLA12_NC-105","RESERVOIR",640.030333954,23572.135838,"8","NLA"
"NLA12_NC-107","MAN_MADE",1.46769852943,10.26,"8","NLA"
"NLA12_NC-108","MAN_MADE",69.7326079559,5939.52482758,"8","NLA"
"NLA12_NC-109","MAN_MADE",33.8570850678,285.21,"8","NLA"
"NLA12_NC-114","MAN_MADE",15.0535422133,2195.97685181,"8","NLA"
"NLA12_NC-115","MAN_MADE",6.70610482988,331.122299194,"8","NLA"
"NLA12_NC-116","MAN_MADE",2.48565663212,162.544482422,"8","NLA"
"NLA12_NC-116","MAN_MADE",2.48565663212,162.544482422,"8","NLA"
"NLA12_NC-124","MAN_MADE",6.15623563529,238.152079468,"8","NLA"
"NLA12_NC-127","MAN_MADE",25.4120644394,506.523262939,"8","NLA"
"NLA12_NC-134","RESERVOIR",309.843133516,41040.3116437,"8","NLA"
"NLA12_ND-101","NATURAL",256.210319715,2415.15,"9","NLA"
"NLA12_ND-101","NATURAL",256.210319715,2415.15,"9","NLA"
"NLA12_ND-102","NATURAL",180.974611266,1104.66,"9","NLA"
"NLA12_ND-103","NATURAL",12.9151475584,64.89,"9","NLA"
"NLA12_ND-104","NATURAL",34.7820173386,4373.01,"9","NLA"
"NLA12_ND-105","NATURAL",19994.2820347,713135.72847,"9","NLA"
"NLA12_ND-106","NATURAL",501.298830525,60291.0123404,"9","NLA"
